celsr1b	ZDB-GENE-050823-4
si:ch73-196i15.5	
plpp4	ZDB-GENE-081107-53
arsj	ZDB-GENE-111215-1
si:dkey-12e7.1	ZDB-GENE-050419-173
CR293511.1	
tex2	ZDB-GENE-070615-7
CR354547.3	
cryaa	ZDB-GENE-020508-1
si:ch211-197g15.10	
CU929150.1	
atp2b2	ZDB-GENE-061016-1
BX324134.3	
CR392006.1	
ino80db	ZDB-GENE-070112-2072
tradd	ZDB-GENE-000511-5
mxc	ZDB-GENE-030721-7
dnajc28	ZDB-GENE-050417-130
stt3b	ZDB-GENE-030131-2638
gmppab	ZDB-GENE-040426-1550
urahb	ZDB-GENE-161215-1
CABZ01070983.1	
ackr3a	ZDB-GENE-070301-5
tram2	ZDB-GENE-040426-2024
inpp5f	ZDB-GENE-041111-194
CABZ01095001.1	
acmsd	ZDB-GENE-070410-103
tent5c	ZDB-GENE-030131-5365
si:dkey-40c11.2	ZDB-GENE-060526-300
ptbp3	ZDB-GENE-091116-1
MFN1	
si:ch211-182p11.1	ZDB-GENE-131127-323
CABZ01066384.1	
arhgef6	ZDB-GENE-101013-2
BX927363.1	
BX000700.15	
si:dkey-22o22.2	ZDB-GENE-100922-84
lrsam1	ZDB-GENE-060526-97
polr2c	ZDB-GENE-030131-6609
CR388363.3	
CU571331.1	
si:ch1073-416j23.1	ZDB-GENE-100922-35
jmjd7	ZDB-GENE-050417-86
si:dkey-165e24.1	ZDB-GENE-081103-19
myo1eb	ZDB-GENE-040426-1347
si:ch73-233f7.1	ZDB-GENE-141215-5
shrprbck1r	ZDB-GENE-080220-52
FP325112.1	
si:ch211-215k15.4	ZDB-GENE-131127-215
plin6	ZDB-GENE-070410-23
rwdd1	ZDB-GENE-040718-270
CU855688.2	
arhgef28a	ZDB-GENE-060531-28
acss3	ZDB-GENE-060503-816
BX294160.1	
CR954963.2	
cyt1	ZDB-GENE-991008-6
si:dkey-151m22.8	ZDB-GENE-110411-250
olfcq6	ZDB-GENE-050419-42
znf974	
si:dkey-199f5.7	ZDB-GENE-100922-57
riox2	ZDB-GENE-040426-1283
dre-mir-203b	
BX510660.1	
glra2	ZDB-GENE-090407-1
znf521	ZDB-GENE-141210-10
ticam1	ZDB-GENE-040219-2
plk4	ZDB-GENE-030619-14
btg4	ZDB-GENE-031008-1
CU302253.1	
CR450738.1	
si:ch211-51h9.7	ZDB-GENE-081104-235
si:ch211-1f22.7	
smco4	ZDB-GENE-131121-542
vopp1	
CU570873.1	
CT025887.2	
gpr61l	ZDB-GENE-131127-443
phactr3a	ZDB-GENE-080220-4
CR533578.1	
b4galt4	ZDB-GENE-041114-103
wdr91	ZDB-GENE-050113-2
pet100	ZDB-GENE-131121-608
zglp1	ZDB-GENE-060825-359
C11H3orf14	
pycard	ZDB-GENE-000511-2
b2m	ZDB-GENE-980526-88
megf6b	ZDB-GENE-101112-3
rrm2b	ZDB-GENE-030616-614
mrpl17	ZDB-GENE-040912-133
phka1b	ZDB-GENE-091204-81
psmb11a	
FO904885.3	
mespaa	ZDB-GENE-000406-8
si:dkey-13p1.3	
or119-2	
BX005288.1	
BX908721.2	
AL935272.1	
CABZ01067169.1	
slc12a7a	ZDB-GENE-070912-696
adam10b	ZDB-GENE-071115-1
nat16l	ZDB-GENE-070912-63
or111-10	
CT027623.1	
afdna	ZDB-GENE-050419-52
CR786582.2	
BX324006.2	
chd3	ZDB-GENE-121031-4
lgals9l4	ZDB-GENE-060312-19
AL935183.1	
si:ch73-221f6.3	ZDB-GENE-121214-21
tmem163b	ZDB-GENE-091204-410
ccna1	ZDB-GENE-040311-2
scoca	ZDB-GENE-061013-114
BX511136.2	
dtnbp1a	ZDB-GENE-040426-1036
spock3	ZDB-GENE-090311-24
CR788249.1	
si:dkeyp-51b9.3	ZDB-GENE-081104-469
CT583728.23	
si:ch73-281i18.4	ZDB-GENE-141222-81
pon1	ZDB-GENE-040912-6
barhl2	ZDB-GENE-050913-153
CR762483.1	
hoxc10a	ZDB-GENE-990415-110
pimr177	
rbm11	ZDB-GENE-091204-317
dnal4a	ZDB-GENE-040801-122
CU633748.1	
smarcad1a	ZDB-GENE-050522-499
fndc7rs1	
stxbp1a	ZDB-GENE-050626-106
ncln	ZDB-GENE-030131-8788
pter	ZDB-GENE-060825-190
si:dkeyp-98a7.9	ZDB-GENE-050208-680
C5HXorf56	
rpap2	ZDB-GENE-050522-420
sult1st9	ZDB-GENE-081105-79
BX323889.2	
DEPDC4	
GNA12	
AL627126.1	
ela2l	ZDB-GENE-040511-1
yjefn3	ZDB-GENE-050208-755
BX470163.1	
dre-mir-181c	
gmppb	ZDB-GENE-040801-234
cited2	ZDB-GENE-041010-141
slc25a46	ZDB-GENE-040718-296
BX547993.4	
CABZ01058721.1	
BX571688.1	
CR356246.1	
ighv2-3	
igfbp7	ZDB-GENE-040426-2423
CU467861.3	
rtkn2b	
BX470130.1	
pag1	ZDB-GENE-060503-586
BX005056.1	
BX649331.2	
si:dkey-27b3.4	ZDB-GENE-091204-131
tert	ZDB-GENE-080405-1
CABZ01015815.5	
AL929023.1	
CR381534.1	
si:ch73-106l15.4	
rbm46	ZDB-GENE-061013-298
CABZ01046950.1	
BX601648.1	
p2ry2.3	ZDB-GENE-091204-458
LO016987.2	
zmp:0000000711	
BX942813.1	
si:ch211-227e10.3	
agbl1	ZDB-GENE-110207-1
AL627305.2	
BX005419.1	
gcat	ZDB-GENE-060518-3
zgc:101716	ZDB-GENE-041114-135
rnf215	ZDB-GENE-060526-65
slc37a4a	ZDB-GENE-040426-2230
sf3b3	ZDB-GENE-040426-2901
fip1l1a	ZDB-GENE-041014-8
klhdc3	ZDB-GENE-040426-2426
zgc:86764	ZDB-GENE-040718-435
tpt1	ZDB-GENE-990603-10
p3h4	ZDB-GENE-030131-1599
asb11	ZDB-GENE-070112-532
ndfip2	ZDB-GENE-040426-2662
CT573256.3	
CR759791.1	
elovl1b	ZDB-GENE-040426-2755
BX914214.2	
si:dkey-28b4.8	ZDB-GENE-090501-2
snx13	ZDB-GENE-050306-12
si:ch211-149k12.3	
as3mt	ZDB-GENE-060312-15
BX537115.1	
BX088524.1	
myo1cb	ZDB-GENE-090429-3
BX324137.1	
BX548032.1	
gatad1	ZDB-GENE-050629-1
atrnl1b	ZDB-GENE-030131-8092
dnase1l4.2	ZDB-GENE-040426-1884
pitpnaa	ZDB-GENE-040426-744
tsc1a	ZDB-GENE-030131-9111
polh	ZDB-GENE-060421-4949
plxnb2b	ZDB-GENE-080902-1
si:ch211-161c3.6	ZDB-GENE-131126-51
nr2e1	ZDB-GENE-040801-127
rps3	ZDB-GENE-030131-8494
jak2a	ZDB-GENE-980526-481
znf16l	ZDB-GENE-160728-135
slain1a	ZDB-GENE-030131-7751
zcchc14	ZDB-GENE-060503-319
CR388231.1	
CABZ01063556.1	
zbtb33	ZDB-GENE-070412-3
si:ch211-278p9.2	ZDB-GENE-081028-37
sh3pxd2ab	ZDB-GENE-101220-1
CU468826.1	
txn2	ZDB-GENE-040426-1795
slc39a14	ZDB-GENE-060315-2
si:ch211-147m6.2	
CT573103.1	
si:ch73-359m17.7	
im:7160594	
si:dkey-56i24.1	ZDB-GENE-081105-8
ttc19	ZDB-GENE-070912-490
si:dkey-22i16.7	ZDB-GENE-090313-259
cyp2k18	ZDB-GENE-040426-1584
BX548011.2	
ankrd52a	ZDB-GENE-050522-247
csrnp2	ZDB-GENE-090312-137
CR450696.1	
sncb	ZDB-GENE-040426-1615
mrpl10	ZDB-GENE-050320-19
cyfip1	ZDB-GENE-030131-8557
nabp1a	ZDB-GENE-041212-71
fkrp	ZDB-GENE-070412-4
pimr12	
nkx1.2lb	ZDB-GENE-040615-2
aox6	ZDB-GENE-050208-742
cyp1b1	ZDB-GENE-030902-1
BX511000.1	
TMEM120A	
nlgn4xb	ZDB-GENE-100309-1
zgc:194330	
rab33a	ZDB-GENE-060825-283
babam1	ZDB-GENE-040808-6
tnfrsf21	ZDB-GENE-030131-5971
colec11	ZDB-GENE-041114-11
rogdi	ZDB-GENE-030131-7582
usp54b	ZDB-GENE-090828-3
arv1	ZDB-GENE-080204-35
selenoo2	ZDB-GENE-041210-110
pik3r4	ZDB-GENE-050309-84
krt93	ZDB-GENE-060421-4592
BX004842.2	
si:ch211-207i20.2	ZDB-GENE-141212-299
CR382327.2	
heatr6	ZDB-GENE-080204-118
baz2ba	ZDB-GENE-070615-37
ankrd12	ZDB-GENE-040426-846
CU459082.1	
dclre1b	ZDB-GENE-061013-328
BX663612.2	
perp	ZDB-GENE-050104-1
LO018021.1	
stx18	ZDB-GENE-050522-397
znf987	
FO704772.2	
rem2	ZDB-GENE-081110-1
katnb1	ZDB-GENE-040426-1954
maco1a	ZDB-GENE-040426-1097
BX088594.1	
shc2	ZDB-GENE-050208-666
FP243383.1	
chst3b	ZDB-GENE-080204-33
si:dkey-149m13.4	
BX530030.1	
si:dkey-111e8.1	
BX547941.1	
apex1	ZDB-GENE-040426-2761
kcnn3	ZDB-GENE-100921-56
nenf	ZDB-GENE-050320-129
tnfaip1	ZDB-GENE-030131-5610
actn3b	ZDB-GENE-030131-2040
si:ch211-156l18.6	ZDB-GENE-141222-85
BX323588.1	
CR376846.1	
id1	ZDB-GENE-990415-96
zgc:109986	ZDB-GENE-050522-136
c1qbp	ZDB-GENE-050417-408
ftr11	ZDB-GENE-070912-195
si:ch1073-110a20.7	
dchs1b	ZDB-GENE-050208-41
si:ch211-165b10.3	
pip4k2aa	ZDB-GENE-080721-18
BX537274.2	
si:ch211-9d9.1	ZDB-GENE-030131-2657
si:dkey-122c11.1	ZDB-GENE-060531-74
dre-mir-26a-2	
MFF	
CABZ01055347.1	
sh3glb2a	ZDB-GENE-061201-8
hal	ZDB-GENE-070410-5
BX324177.10	
BX928751.3	
si:dkey-5n18.1	
KCNV1	
CR932360.1	
FP326652.1	
trim37	ZDB-GENE-030131-2957
chmp4ba	ZDB-GENE-040426-906
BX296562.2	
col2a1a	ZDB-GENE-980526-192
slc7a10b	ZDB-GENE-121105-2
znf1148	
nup85	ZDB-GENE-040801-145
shtn1	ZDB-GENE-121127-1
si:ch73-265h17.4	
si:cabz01093077.1	ZDB-GENE-160113-45
ikzf4	ZDB-GENE-180319-1
slc6a16a	ZDB-GENE-061009-43
CT737184.1	
si:ch73-189n23.1	
thap7	ZDB-GENE-040914-84
nectin1b	ZDB-GENE-090224-2
btaf1	ZDB-GENE-021025-1
si:ch211-51h9.6	ZDB-GENE-081104-234
aga	ZDB-GENE-040426-2311
BX601644.1	
si:dkey-29p10.4	ZDB-GENE-050420-117
AL928656.1	
pcdh8	ZDB-GENE-980526-242
cyth3a	ZDB-GENE-120612-1
znf1042	
dnajc8	ZDB-GENE-030131-66
CT583652.1	
CU633762.1	
lsm6	ZDB-GENE-040625-50
zgc:165453	ZDB-GENE-070720-13
BX511309.1	
BX321887.5	
BX548073.9	
pigr	ZDB-GENE-060503-327
si:ch211-220f16.2	ZDB-GENE-070912-199
CR956630.1	
ankdd1a	ZDB-GENE-070615-8
si:dkey-219e21.4	ZDB-GENE-141222-59
ankrd55	ZDB-GENE-080104-7
ighv14-1	ZDB-GENE-040514-42
nfkbiab	ZDB-GENE-030131-1819
CU463029.1	
BX005462.3	
kctd9a	ZDB-GENE-050320-147
CR788230.1	
CU302251.1	
si:ch211-209l18.2	ZDB-GENE-060503-682
ncapd3	ZDB-GENE-040426-737
FP102783.1	
lygl1	ZDB-GENE-040718-461
macf1b	ZDB-GENE-100922-36
CR376774.1	
rnf4	ZDB-GENE-041008-246
fam131a	
mss51	ZDB-GENE-130530-775
ddit4	ZDB-GENE-031002-35
ddx1	ZDB-GENE-041001-215
BX469902.1	
mib2	ZDB-GENE-050628-1
AL929017.2	
ugt5c1	ZDB-GENE-050419-68
unc5a	ZDB-GENE-080219-19
si:dkey-93m18.3	ZDB-GENE-091204-346
etv4	ZDB-GENE-990415-71
BX255912.2	
CU457794.1	
ppp1r9a	ZDB-GENE-060503-660
kpna4	ZDB-GENE-030131-5584
nudt2	ZDB-GENE-040718-7
lrrc58b	ZDB-GENE-050309-29
si:ch211-165d12.4	ZDB-GENE-080303-7
whrna	ZDB-GENE-091118-27
glg1b	ZDB-GENE-060825-255
AL928866.1	
retsatl	ZDB-GENE-051113-252
cacng1b	ZDB-GENE-131127-98
abhd5b	
DXO	
pimr189	
uck2a	ZDB-GENE-030131-7158
si:dkey-33c12.3	
arl3a	ZDB-GENE-050417-368
kmt2e	ZDB-GENE-030131-4120
si:ch211-136a13.1	ZDB-GENE-050419-214
noxo1b	ZDB-GENE-101203-1
CR932360.2	
aaas	ZDB-GENE-030912-4
lrrc8da	ZDB-GENE-061009-26
si:ch1073-126c3.2	ZDB-GENE-030131-4602
slc25a26	ZDB-GENE-050913-126
si:dkey-21c1.8	
zgc:113625	ZDB-GENE-050320-47
mindy4b	ZDB-GENE-140127-1
mcc	ZDB-GENE-141210-1
BX908777.9	
pus7l	ZDB-GENE-050419-188
pmfbp1	
CR938717.1	
atp1a1a.4	ZDB-GENE-001212-4
jph2	ZDB-GENE-030131-9848
pik3ip1	ZDB-GENE-031030-14
fbxo40.1	ZDB-GENE-080220-36
kansl1b	ZDB-GENE-121219-4
si:dkey-97a13.6	
CR759887.4	
vps35	ZDB-GENE-030131-2042
tinagl1	ZDB-GENE-060503-240
znf1053	ZDB-GENE-121214-1
CRHR2	
dre-mir-125b-1	
zgc:171489	
chchd3b	ZDB-GENE-030131-4476
drd4-rs	ZDB-GENE-051113-172
mhc2a	
cc2d2a	ZDB-GENE-030131-2291
CU468826.2	
antkmt	ZDB-GENE-040625-59
hspb15	ZDB-GENE-080214-5
cdk5r2b	ZDB-GENE-040801-251
cyp2k19	ZDB-GENE-091211-1
zgc:109744	ZDB-GENE-050809-146
rpl36a	ZDB-GENE-020423-1
BX248499.1	
BX324166.2	
focad	ZDB-GENE-080213-1
gtf3c4	ZDB-GENE-041008-147
pcdh10b	ZDB-GENE-030721-4
pkma	ZDB-GENE-031201-4
tor4ab	ZDB-GENE-070705-135
hmox2a	ZDB-GENE-040914-13
anks1aa	
pex6	ZDB-GENE-081104-252
trdj2	
cmc1	ZDB-GENE-040426-2626
rps17	ZDB-GENE-040426-1852
cx23	
AL929435.1	
trpc4apa	ZDB-GENE-000330-3
dmbx1b	ZDB-GENE-050417-97
il17c	ZDB-GENE-061031-5
CABZ01065328.1	
si:dkey-229e3.2	ZDB-GENE-131121-296
brdt	ZDB-GENE-030131-5928
dre-mir-19d	
xirp2b	ZDB-GENE-030521-26
CT574587.1	
pla2g1b	ZDB-GENE-070117-1
LO018608.1	
gpx2	ZDB-GENE-170913-1
CR848025.3	
mgat4c	ZDB-GENE-091204-429
si:dkey-74h17.3	
bcorl1	ZDB-GENE-130530-838
znf976	
BX649641.2	
AL929105.1	
nefma	ZDB-GENE-050522-205
ripk1l	ZDB-GENE-070705-132
zmp:0000001138	ZDB-GENE-140106-98
noto	ZDB-GENE-990415-75
rapgef3	ZDB-GENE-090312-38
card19	ZDB-GENE-041008-5
CABZ01070631.1	
ubald1b	ZDB-GENE-050522-446
BX927394.3	
CU468896.1	
bbox1	ZDB-GENE-050417-218
pparab	ZDB-GENE-990415-211
CU640488.1	
chpfb	ZDB-GENE-100504-1
letm2	ZDB-GENE-090521-4
CR788322.4	
cspg5b	ZDB-GENE-060503-368
tmem70	ZDB-GENE-070912-593
CR388165.10	
si:ch211-256e16.3	ZDB-GENE-131127-256
ppp2r5d	ZDB-GENE-040426-2568
si:ch1073-459j12.1	
or125-5	
CABZ01075114.1	
tfdp1a	ZDB-GENE-040426-2883
rrp7a	ZDB-GENE-050417-38
ddhd2	ZDB-GENE-080519-4
lpar2b	ZDB-GENE-051120-99
ppp4r4	ZDB-GENE-041001-164
farp2	ZDB-GENE-030131-2993
scg3	ZDB-GENE-040426-1725
me1	ZDB-GENE-061013-438
vtg7	ZDB-GENE-001201-6
agtr1a	ZDB-GENE-070912-546
CT583728.13	
BX293991.1	
st6galnac4	ZDB-GENE-060322-6
kctd14	ZDB-GENE-120215-239
cnpy2	ZDB-GENE-060315-4
CABZ01064859.2	
BX957317.2	
BX469925.1	
BX649568.1	
adam22	ZDB-GENE-070810-1
otud6b	ZDB-GENE-040426-974
mettl14	ZDB-GENE-040426-2328
gdpd1	ZDB-GENE-040822-22
FP085399.3	
htr4	ZDB-GENE-160114-31
C20H1orf198	
lrp1ba	
dhdds	ZDB-GENE-040426-2236
mmp17a	ZDB-GENE-070820-2
egfl6	ZDB-GENE-040718-157
tlr1	ZDB-GENE-040220-1
ppargc1a	ZDB-GENE-080505-1
si:dkeyp-104f11.6	ZDB-GENE-130531-1
GNAZ	
dlgap2b	
rnf213b	ZDB-GENE-110822-1
pck2	ZDB-GENE-040426-2266
CR377223.2	
fam131bb	ZDB-GENE-100922-12
gatc	ZDB-GENE-060526-381
znf1001	ZDB-GENE-080213-7
rad51	ZDB-GENE-040426-2286
BX649300.3	
stmn3	ZDB-GENE-081124-2
si:ch211-133l5.7	
BX901883.1	
c6ast4	ZDB-GENE-050626-100
buc	ZDB-GENE-070117-694
tlr5b	ZDB-GENE-040219-15
rims4	ZDB-GENE-110103-1
tpcn2	ZDB-GENE-061103-202
calm3a	ZDB-GENE-030131-5590
CR678070.1	
cd247l	ZDB-GENE-070508-2
BX571681.6	
ADGRL2	
samd10b	ZDB-GENE-090312-179
si:zfos-451d2.2	
irf8	ZDB-GENE-040718-367
nln	ZDB-GENE-041010-216
cavin2a	ZDB-GENE-090313-215
BX004970.1	
cramp1	ZDB-GENE-030131-8255
FP325123.1	
mapre3a	ZDB-GENE-050913-88
cope	ZDB-GENE-041114-59
apobec2a	ZDB-GENE-050306-15
slc25a23b	ZDB-GENE-040724-220
cox4i1	ZDB-GENE-030131-5175
BX510938.1	
tada2a	ZDB-GENE-060929-508
atp23	ZDB-GENE-070410-102
si:dkey-56m15.5	
slc43a1a	ZDB-GENE-030131-6327
pimr128	ZDB-GENE-041014-93
si:ch73-6k14.2	ZDB-GENE-110914-243
asb12a	ZDB-GENE-030131-1647
CR974461.2	
CU466278.2	
si:ch73-132k15.2	ZDB-GENE-110411-191
CR450785.7	
pimr95	ZDB-GENE-141212-297
nelfb	ZDB-GENE-040426-765
prex1	ZDB-GENE-030131-1428
slc12a10.3	ZDB-GENE-060503-518
tkfc	ZDB-GENE-060929-652
taar10b	ZDB-GENE-041014-67
ctsf	ZDB-GENE-030131-9831
ugt2a7	
itm2bb	ZDB-GENE-040426-2139
crip1	ZDB-GENE-041111-1
hgh1	ZDB-GENE-040718-228
allc	ZDB-GENE-040718-471
chaf1a	ZDB-GENE-030131-5366
si:dkey-175d9.2	ZDB-GENE-131119-97
si:ch211-158d24.4	ZDB-GENE-081104-141
arhgap17b	ZDB-GENE-080220-26
si:busm1-52i16.2	
si:dkey-27h10.2	ZDB-GENE-090313-296
gdpd2	ZDB-GENE-081107-62
BX572103.1	
BX649394.9	
BX928756.1	
adgre9	ZDB-GENE-121214-61
fmr1	ZDB-GENE-020731-6
fyba	
si:ch73-343g19.4	ZDB-GENE-100922-108
si:ch211-212k18.8	ZDB-GENE-041111-14
kcnd1	ZDB-GENE-081105-40
si:dkey-179k24.1	
CR936408.2	
traj15	
rab13	ZDB-GENE-030826-30
CU137717.2	
si:ch211-27e6.1	ZDB-GENE-130530-569
gtf2h4	ZDB-GENE-030131-6779
BX119915.2	
FP236157.1	
si:dkey-51d8.1	
AL954715.5	
trim24	ZDB-GENE-030131-5913
atxn7l3	
cyp1c2	ZDB-GENE-050705-1
armc2	ZDB-GENE-041014-7
trpv4	ZDB-GENE-030912-7
comp	ZDB-GENE-060606-1
msh3	ZDB-GENE-060526-307
ctdspl2b	ZDB-GENE-030131-1809
BX322665.1	
CT025909.2	
znf1048	
dynlrb2	ZDB-GENE-120709-101
bloc1s4	ZDB-GENE-040801-215
nfkbib	ZDB-GENE-070705-529
cln8	ZDB-GENE-060906-3
st13	ZDB-GENE-030131-5395
hm13	ZDB-GENE-020802-3
m6pr	ZDB-GENE-040426-2285
si:ch211-191d2.2	ZDB-GENE-110407-3
khdc4	ZDB-GENE-030131-405
BX927064.1	
CABZ01002523.3	
FP085400.1	
pcdh1g18	ZDB-GENE-050609-13
smox	ZDB-GENE-031201-3
CR405710.2	
cldn11a	ZDB-GENE-040718-369
bag6l	ZDB-GENE-060307-2
CHST13	
pnck	ZDB-GENE-081105-127
uvrag	ZDB-GENE-040426-924
tnfaip8l1	ZDB-GENE-040426-695
zgc:66473	ZDB-GENE-030131-5708
gcdhb	ZDB-GENE-041010-117
BX649394.1	
igfbp2b	ZDB-GENE-090107-3
FO834828.2	
AL928952.1	
kcna6a	ZDB-GENE-080722-21
ftr53	ZDB-GENE-030616-515
cipcb	ZDB-GENE-091204-292
BX649494.1	
si:ch211-225b11.1	ZDB-GENE-060531-39
CR450749.3	
CABZ01085139.1	
prkacaa	ZDB-GENE-050114-6
eef2b	ZDB-GENE-030131-5128
si:ch211-226o13.1	ZDB-GENE-081104-491
shroom1	ZDB-GENE-091204-385
si:rp71-45k5.2	ZDB-GENE-060503-753
cfap53	ZDB-GENE-060503-508
sema3bl	ZDB-GENE-030131-2956
CU138548.2	
hdac9b	ZDB-GENE-040109-7
ncoa1	ZDB-GENE-041001-175
CR352249.1	
psme1	ZDB-GENE-991110-17
BX465862.4	
si:ch211-137a8.4	ZDB-GENE-030131-3742
tp53	ZDB-GENE-990415-270
cnksr1	ZDB-GENE-040426-1802
BX322530.1	
AL954694.2	
si:ch211-130m23.5	
si:dkey-56d12.4	ZDB-GENE-060531-147
CALHM1	
fhdc2	ZDB-GENE-091118-76
tmem265	ZDB-GENE-091204-93
dennd3a	ZDB-GENE-091230-6
si:dkeyp-73g8.5	
mterf2	ZDB-GENE-070424-91
dre-mir-301b	
BX548067.2	
epor	ZDB-GENE-071116-1
AL928901.1	
fbxo31	ZDB-GENE-070628-4
gpr78b	ZDB-GENE-140106-142
hspa1b	ZDB-GENE-060503-867
bicc1b	ZDB-GENE-080522-3
si:dkey-57a22.13	
si:dkey-156k2.4	
poglut3	ZDB-GENE-060810-142
CABZ01058333.1	
si:dkey-99n20.6	
fbp1b	ZDB-GENE-021206-11
BX004771.2	
cbsb	ZDB-GENE-021030-3
CR925728.2	
CR392036.1	
znf1150	
emilin1a	ZDB-GENE-041001-191
si:dkey-4c23.5	ZDB-GENE-050208-349
stk38l	ZDB-GENE-040426-798
atic	ZDB-GENE-011212-4
lrch1	ZDB-GENE-030131-1783
xylt2	ZDB-GENE-081022-125
csgalnact1a	ZDB-GENE-121129-1
si:ch211-161n3.3	
CR626864.1	
qpct	ZDB-GENE-130827-1
reep1	ZDB-GENE-110411-267
epob	ZDB-GENE-141216-428
tfe3a	ZDB-GENE-010919-2
cul4a	ZDB-GENE-040426-1357
pltp	ZDB-GENE-040801-22
cdc42ep1a	ZDB-GENE-121128-3
ift57	ZDB-GENE-040614-1
cacna2d3	ZDB-GENE-030616-133
polr3b	ZDB-GENE-030131-2887
rpl22	ZDB-GENE-051113-276
CABZ01063651.1	
slc26a2	ZDB-GENE-030717-3
il17rc	ZDB-GENE-120111-3
brd4	ZDB-GENE-030131-267
RASGRP2	
abcb5	ZDB-GENE-030131-6414
cyp2aa6	ZDB-GENE-030131-2932
mif4gda	ZDB-GENE-040426-1382
zgc:171686	ZDB-GENE-080220-56
dhps	ZDB-GENE-040426-2001
si:ch73-338a16.3	
btbd17a	ZDB-GENE-130531-68
zgc:171759	ZDB-GENE-071004-32
npr1b	ZDB-GENE-100805-4
ppp6r2a	ZDB-GENE-030131-5428
CU927934.3	
gys2	ZDB-GENE-030826-31
pom121	ZDB-GENE-030131-6557
CABZ01036526.1	
slc1a8b	ZDB-GENE-070912-552
si:dkey-40h20.1	ZDB-GENE-091113-44
or128-5	
CABZ01067968.1	
CT027724.1	
calm1a	ZDB-GENE-030131-8308
BX649349.1	
si:dkey-183i3.9	ZDB-GENE-141216-302
si:dkey-16l2.20	ZDB-GENE-141212-380
si:ch211-214c20.1	
si:ch73-368j24.1	ZDB-GENE-160113-131
si:ch211-249h16.8	
CU855930.2	
si:ch73-31d8.2	ZDB-GENE-030131-8387
vill	ZDB-GENE-081222-1
CR394537.1	
si:dkey-238k10.2	
prmt2	ZDB-GENE-041104-1
pard3ba	ZDB-GENE-080225-12
si:ch1073-412h12.3	
col9a2	ZDB-GENE-030131-9786
foxk2	
si:ch73-380l3.2	ZDB-GENE-080303-1
sema3h	ZDB-GENE-990715-8
alg14	ZDB-GENE-041010-195
il1rapl2	ZDB-GENE-040219-5
BX000444.1	
CU695011.1	
kat5b	ZDB-GENE-030131-985
grik5	ZDB-GENE-070821-6
CU466287.1	
slc25a4	ZDB-GENE-030131-5275
r3hcc1	ZDB-GENE-091204-146
BX547930.2	
snap25b	ZDB-GENE-980526-392
CU634020.1	
rpf2	ZDB-GENE-040426-2501
vegfaa	ZDB-GENE-990415-273
CR846087.3	
mecr	ZDB-GENE-050417-399
dhx37	ZDB-GENE-030131-4505
edn2	ZDB-GENE-060503-774
si:dkeyp-51f12.3	ZDB-GENE-070705-547
lpgat1	ZDB-GENE-030131-2906
si:zfos-364h11.2	
si:ch211-142b24.8	ZDB-GENE-141215-45
pimr180	
WSCD1	
slc45a3	ZDB-GENE-070509-3
CR450785.15	
BX119916.2	
klf8	ZDB-GENE-070424-152
tpp1	ZDB-GENE-030131-6654
impdh1b	ZDB-GENE-030219-206
tmem151ba	ZDB-GENE-070820-12
si:dkey-29h14.10	ZDB-GENE-131127-252
kdf1a	ZDB-GENE-110411-156
kdm3b	ZDB-GENE-101007-4
crygm2d1	ZDB-GENE-050522-395
rfxank	ZDB-GENE-050208-596
CU929146.3	
rab11fip1a	ZDB-GENE-051113-116
vps52	ZDB-GENE-010430-2
ankmy2a	ZDB-GENE-030131-6321
tsku	ZDB-GENE-030131-4683
gdi1	ZDB-GENE-050522-504
upb1	ZDB-GENE-030131-1380
abcc2	ZDB-GENE-040426-1523
si:ch73-160i9.3	ZDB-GENE-141212-252
SRL	
si:ch211-233h19.2	
cyb561	ZDB-GENE-070713-3
scpp5	ZDB-GENE-090313-256
rps6ka5	ZDB-GENE-130530-693
scn4ba	ZDB-GENE-070615-18
slc7a11	ZDB-GENE-150416-1
ttc29	ZDB-GENE-100922-181
lxn	ZDB-GENE-041212-18
map3k19	
si:ch211-87m7.2	
pimr25	
trmu	ZDB-GENE-050522-540
taf4a	ZDB-GENE-131127-579
zgc:173581	ZDB-GENE-080212-7
mhc1lla	ZDB-GENE-140820-13
slc2a8	ZDB-GENE-030829-25
STX3	
CABZ01072242.1	
unga	ZDB-GENE-040426-900
pnpla4	ZDB-GENE-070410-74
lonp1	ZDB-GENE-030131-4006
prps1b	ZDB-GENE-030131-4011
dre-let-7i	ZDB-MIRNAG-081203-23
wnt1	ZDB-GENE-980526-526
si:ch73-256j6.2	
myo3b	ZDB-GENE-070706-2
znf1155	ZDB-GENE-050208-712
il21	ZDB-GENE-120510-4
six7	ZDB-GENE-990825-28
egfl7	ZDB-GENE-040429-2
tmprss5	ZDB-GENE-131121-184
AL732567.2	
acbd4	ZDB-GENE-040426-2074
parm1	ZDB-GENE-140106-262
mapre1b	ZDB-GENE-040426-2256
ube2q1	ZDB-GENE-050522-329
avd	ZDB-GENE-140205-1
aqp9b	ZDB-GENE-070911-1
BX664745.1	
traj4	
LO017917.1	
gnat1	ZDB-GENE-011128-11
crygmx	ZDB-GENE-030131-7732
si:ch211-262h13.5	ZDB-GENE-050208-372
hormad1	ZDB-GENE-040718-49
CU459056.1	
dicer1	ZDB-GENE-030131-3445
trim109	ZDB-GENE-060616-101
sparcl1	ZDB-GENE-060130-6
aprt	ZDB-GENE-040426-1492
