gene_name,sample,start,end
met,TDR124,18587093,18587859
parietopsin,TDR124,18920184,18920454
si:ch211-68a17.7,TDR124,18952987,18953877
tdg.1,TDR124,18964206,18965144
efcab6,TDR124,19007945,19008710
samm50,TDR124,19007945,19008710
zgc:114188,TDR124,191363,192412
mfge8b,TDR124,19149033,19149430
hapln3,TDR124,19200895,19201897
cart2,TDR124,19442999,19443471
zgc:193812,TDR124,19485377,19486506
sh3gl3b,TDR124,19522624,19523505
nedd1,TDR124,19540539,19541330
lyrm5b,TDR124,19557542,19557973
si:ch211-59o9.10,TDR124,19573134,19574200
sycp3,TDR124,19584364,19585083
actr6,TDR124,19593418,19594157
gtse1,TDR124,19607723,19608526
atp2b1b,TDR124,19655679,19656057
zgc:171459,TDR124,19665776,19667492
zgc:113426,TDR124,19670152,19670407
zgc:101783,TDR124,19733499,19734218
kcna6a,TDR124,19947119,19947489
zgc:194665,TDR124,19999318,20000031
tnni4b.2,TDR124,20089728,20089998
tnni4b.3,TDR124,20112877,20113558
bpgm,TDR124,20118960,20119619
cald1b,TDR124,20140673,20141011
tnnt2d,TDR124,20215749,20216059
dnm1l,TDR124,20257729,20258819
dnajb9a,TDR124,20267486,20268229
kctd15a,TDR124,20380606,20381858
csk,TDR124,20665507,20666679
edc3,TDR124,20690485,20691223
kxd1,TDR124,20693977,20694456
ergic2,TDR124,20715549,20716693
gnaia,TDR124,21029962,21031166
fbxl14a,TDR124,21064450,21067156
prr5a,TDR124,21085109,21085647
prr5a,TDR124,21086193,21086529
erc1a,TDR124,21180690,21181438
tmem60,TDR124,21280217,21280693
tmem60,TDR124,21280878,21281077
znf277,TDR124,21715581,21716410
zgc:158222,TDR124,21816044,21816677
dynlrb2,TDR124,21893751,21894461
sigirr,TDR124,22107314,22107656
pkp3a,TDR124,22186669,22187275
hexa,TDR124,22216368,22217165
nr2e3,TDR124,22274398,22275037
stoml1,TDR124,22281292,22281655
pparab,TDR124,2228589,2228883
cyp11a1,TDR124,22319592,22320168
stra6,TDR124,22586795,22587473
yars2,TDR124,2263758,2264408
islr2,TDR124,22639020,22639286
islr2,TDR124,22639476,22639802
ush1c,TDR124,22643794,22644179
abcc8,TDR124,22729575,22730400
cdkn1bb,TDR124,2281529,2282901
kcnj11,TDR124,22853305,22853724
mob2a,TDR124,22888935,22889754
dusp8a,TDR124,23052114,23053292
pus7,TDR124,234061,235077
phlda2,TDR124,23525421,23526233
pus7,TDR124,235282,236113
mrps35,TDR124,2354749,2355176
mrps35,TDR124,2355770,2356069
nap1l4a,TDR124,23582772,23583342
mrpl23,TDR124,23776747,23777588
igf2b,TDR124,24046515,24047050
th,TDR124,24074339,24074738
uevld,TDR124,24202129,24202759
spty2d1,TDR124,24247223,24248109
tmem86a,TDR124,24249373,24250410
zgc:92481,TDR124,244693,246330
ldha,TDR124,25122738,25124074
tsg101a,TDR124,25141913,25142475
ccl35.2,TDR124,25172772,25173265
hrasa,TDR124,25434063,25434545
mir210,TDR124,25506195,25506571
mir210,TDR124,25506819,25508033
irf7,TDR124,25550671,25551112
irf7,TDR124,25551317,25551536
hic1l,TDR124,25574818,25575835
cib2,TDR124,25736340,25737927
lrrc61,TDR124,25736340,25737927
idh3a,TDR124,25765821,25766553
bbs4,TDR124,2668517,2669023
fbxl22,TDR124,26735535,26736249
fbxl22,TDR124,26736942,26737408
usp3,TDR124,26752435,26753334
neil1,TDR124,26832505,26833221
commd4,TDR124,26842762,26843162
commd4,TDR124,26843983,26844234
sema7a,TDR124,26843983,26844234
dldh,TDR124,26892343,26893073
znf800a,TDR124,26901090,26903248
grm8b,TDR124,26922871,26923519
adpgk,TDR124,2723031,2724110
pot1,TDR124,27408918,27409607
zgc:153935,TDR124,27735816,27736034
wasla,TDR124,27743672,27745093
fezf1,TDR124,28237296,28238060
fezf1,TDR124,28252759,28253531
fezf1,TDR124,28257137,28257868
fezf1,TDR124,28271290,28272057
fezf1,TDR124,28272688,28273806
aass,TDR124,28282227,28282505
tmem17,TDR124,28589148,28589937
agbl2,TDR124,28637591,28638224
agbl2,TDR124,28638812,28639130
fnbp4,TDR124,28667728,28668927
lrrc10,TDR124,28674673,28674973
cnot2,TDR124,28678411,28679413
nfybb,TDR124,28823544,28824289
arid3b,TDR124,29073256,29074739
cox5aa,TDR124,29079143,29080300
rpp25a,TDR124,29087891,29088285
rpp25a,TDR124,29088497,29088826
pkmb,TDR124,29161959,29162213
nptna,TDR124,29362232,29363534
ugt5a5,TDR124,29373672,29375474
ube2q2,TDR124,29462223,29464025
pim3,TDR124,29662026,29663769
brd1b,TDR124,29688129,29689387
api5,TDR124,30130717,30131833
si:ch211-147k10.6,TDR124,30171765,30173182
mir129-4,TDR124,30175864,30176352
hsd17b12a,TDR124,30195420,30196362
alkbh3,TDR124,30233372,30233854
ticrr,TDR124,30315804,30316790
scamp2,TDR124,3033504,3034742
mpi,TDR124,3035296,3035945
scamp2,TDR124,3035296,3035945
pdia3,TDR124,30355658,30357482
pdcd2l,TDR124,30441341,30443066
banp,TDR124,30460222,30460791
fth1b,TDR124,3058377,3059234
mir135a,TDR124,31045183,31045518
kras,TDR124,31118191,31119112
syt8,TDR124,31175350,31175917
tnni2a.1,TDR124,31221865,31222122
tnni2a.2,TDR124,31238352,31238803
tnni2a.3,TDR124,31263914,31264893
tnni2a.4,TDR124,31277065,31277459
myod1,TDR124,31422690,31423637
myod1,TDR124,31424331,31425032
zgc:172145,TDR124,31432877,31433413
lamb1a,TDR124,31629062,31629546
ubl7a,TDR124,31763428,31764015
scamp5a,TDR124,31862693,31863542
parp16,TDR124,31867114,31867489
parp16,TDR124,31868137,31868619
eif3ja,TDR124,31906942,31907809
hps5,TDR124,3191839,3192562
gtf2h1,TDR124,3216632,3217706
zgc:101540,TDR124,32291698,32292807
cib1,TDR124,3230030,3230787
metap2b,TDR124,3231356,3232151
cops2,TDR124,32380922,32381708
galk2,TDR124,32390234,32391370
sqor,TDR124,32473051,32473559
ctdspl2a,TDR124,32496563,32497768
scaper,TDR124,32530683,32531155
pthlhb,TDR124,3261785,3262324
pthlhb,TDR124,3262998,3263401
isl2a,TDR124,32751365,32752192
isl2a,TDR124,32752949,32753683
etfa,TDR124,32754202,32754593
etfa,TDR124,32755138,32755618
tmem266,TDR124,32869771,32871127
c2cd4a,TDR124,32887728,32888317
tmpob,TDR124,3293418,3294851
slc25a3b,TDR124,3305490,3305924
slc25a3b,TDR124,3306509,3307824
mir190,TDR124,33138828,33139469
tpm1,TDR124,33192513,33193086
tpm1,TDR124,33201859,33202978
lactb,TDR124,33254968,33255796
lactb,TDR124,33256009,33256487
ldhbb,TDR124,3326630,3327129
golt1bb,TDR124,3346661,3347772
slc35b4,TDR124,3346661,3347772
chchd3b,TDR124,3358341,3359149
roraa,TDR124,33849270,33850031
anxa2a,TDR124,34012874,34013363
foxb1a,TDR124,34155003,34156551
bnip2,TDR124,34251445,34251911
klf13,TDR124,34510186,34512316
trpm1b,TDR124,34575546,34576116
mir204-3,TDR124,34589762,34590018
mir204-3,TDR124,34590739,34591180
rps27l,TDR124,34640794,34641795
hbp1,TDR124,3470458,3471201
nup160,TDR124,34723396,34724281
frs2b,TDR124,34739921,34740807
wwp2,TDR124,34748999,34750197
mir140,TDR124,34791130,34791421
adat1,TDR124,34809713,34810168
adat1,TDR124,34810499,34811479
prickle1a,TDR124,348432,349009
gabarapl2,TDR124,34844708,34845638
tmem231,TDR124,34844708,34845638
chst6,TDR124,34861833,34863156
spire2,TDR124,34887610,34888155
vps4a,TDR124,34937816,34938932
cdk10,TDR124,34972529,34973336
cdk10,TDR124,34973639,34973838
zgc:114046,TDR124,35044848,35046256
hist2h3c,TDR124,35051127,35051839
zgc:113983,TDR124,35061959,35062510
zgc:165555,TDR124,35065373,35066024
zgc:153293,TDR124,3506874,3507564
zgc:162611,TDR124,35101367,35101793
zgc:162611,TDR124,35102330,35103018
zgc:194989,TDR124,35106455,35106992
hist1h4l,TDR124,35107514,35107941
zgc:194989,TDR124,35107514,35107941
zgc:173585,TDR124,35135856,35136455
zgc:173585,TDR124,35137065,35137593
zgc:113984,TDR124,35150466,35151159
zgc:113984,TDR124,35151842,35152414
zgc:153405,TDR124,35153527,35154108
ano9a,TDR124,35155267,35155892
slc17a6a,TDR124,35250427,35251225
fancf,TDR124,35294727,35296322
si:ch73-147o17.1,TDR124,35359637,35360279
ccdc77,TDR124,3548482,3549534
hdhd5,TDR124,3548482,3549534
slc5a12,TDR124,35496748,35496966
spi1a,TDR124,35551925,35552812
spi1a,TDR124,35553458,35553657
zgc:194202,TDR124,3563962,3564202
lrrk2,TDR124,35663795,35664986
slc2a13b,TDR124,35666662,35667105
lsm14aa,TDR124,35888768,35889559
gpia,TDR124,35912932,35913831
hsd17b2,TDR124,35941822,35942021
hsd17b2,TDR124,35942778,35943721
mphosph6,TDR124,35955881,35956718
rpgrip1l,TDR124,36043928,36045176
irx5b,TDR124,36151940,36152561
amfra,TDR124,36217118,36218146
bmb,TDR124,36291815,36292891
faap24,TDR124,36291815,36292891
zgc:173552,TDR124,36309680,36310780
zgc:173552,TDR124,36311066,36311395
zgc:110216,TDR124,36326896,36327153
hist1h2a4,TDR124,36328279,36328624
hist1h2a3,TDR124,36346806,36347518
hist1h2a3,TDR124,36347853,36348780
irx3b,TDR124,36492199,36492979
mafb,TDR124,36673688,36674264
mafb,TDR124,36674447,36676148
prnprs3,TDR124,3677114,3678260
wwox,TDR124,37070158,37070938
hprt1l,TDR124,37083366,37084240
hprt1l,TDR124,37084544,37084767
nfat5a,TDR124,37120460,37121485
urahb,TDR124,37191441,37192110
ldlrad3,TDR124,37330288,37331508
trim44,TDR124,37337367,37338357
trim44,TDR124,37338840,37339471
slc1a2b,TDR124,37366199,37366862
chmp1a,TDR124,37434151,37436047
pdhx,TDR124,37434151,37436047
slc10a3,TDR124,37441897,37443475
morc2,TDR124,3744564,3745832
fanca,TDR124,37446416,37447175
zgc:158366,TDR124,37464023,37465208
rpl27a,TDR124,37477836,37479014
rpl27a,TDR124,37479159,37479372
ric3b,TDR124,37479602,37480415
psma1,TDR124,37489636,37490678
szl,TDR124,375574,376045
zgc:158398,TDR124,3758856,3759835
szl,TDR124,376889,377226
chid1,TDR124,3787896,3789066
gatd1,TDR124,3807978,3808742
cd151,TDR124,3829984,3830469
cracr2b,TDR124,3867732,3869108
tmem258,TDR124,3891645,3892747
zgc:109782,TDR124,4025,5085
fads2,TDR124,4148252,4149007
pgghg,TDR124,4635158,4635460
deaf1,TDR124,4660626,4661350
rsl24d1,TDR124,469359,470355
drd4a,TDR124,4732947,4733379
gnb5a,TDR124,4837614,4838241
cyp19a1b,TDR124,4904633,4904832
hdac10,TDR124,5014862,5015137
parvb,TDR124,5035148,5035678
parvg,TDR124,5067474,5068487
cmasb,TDR124,5249572,5249771
nansb,TDR124,5288283,5288793
nell2a,TDR124,580949,581267
appl2,TDR124,5815258,5815989
c25h12orf75,TDR124,5821913,5822426
ppib,TDR124,5983108,5983845
snx22,TDR124,6010729,6011226
snx1a,TDR124,6048542,6049710
cpeb1a,TDR124,6082314,6082642
rbpms2a,TDR124,6122305,6122510
rbpms2a,TDR124,6122768,6123223
oaz2a,TDR124,6186392,6186934
psma4,TDR124,6223038,6223732
slc25a44a,TDR124,6265503,6266382
wdr61,TDR124,6292094,6292777
crabp1a,TDR124,6306458,6307171
sin3aa,TDR124,6389159,6391434
snupn,TDR124,6447229,6447955
snx33,TDR124,6450867,6451344
hmg20a,TDR124,7321392,7321911
prc1a,TDR124,7434668,7435307
syt12,TDR124,7461641,7462480
cat,TDR124,7492587,7493762
ifitm5,TDR124,7504150,7504493
tmem117,TDR124,751702,752388
twf1a,TDR124,751702,752388
twf1a,TDR124,752991,753473
arpp19b,TDR124,7662894,7663728
bet1l,TDR124,7670099,7670736
irak4,TDR124,773663,774560
irak4,TDR124,775106,776103
mdkb,TDR124,7872019,7872327
ambra1b,TDR124,7917171,7918563
ambra1b,TDR124,7919252,7920024
glcea,TDR124,7924311,7925789
glcea,TDR124,7926189,7926869
hal,TDR124,7974379,7974679
ucmab,TDR124,7982822,7983142
camk1db,TDR124,8029398,8030205
dhtkd1,TDR124,8054465,8055303
kcnc1b,TDR124,8062829,8064066
saal1,TDR124,8201193,8202120
fanci,TDR124,8446360,8447666
rhcgb,TDR124,8602221,8602570
rhcgb,TDR124,8602877,8603078
zgc:153343,TDR124,8624492,8625697
unc45a,TDR124,8660236,8660909
furinb,TDR124,8916336,8917038
accs,TDR124,8924682,8925250
accs,TDR124,8925338,8926198
rag1,TDR124,9002840,9003646
rag2,TDR124,9012822,9014027
lrrc4ca,TDR124,9805931,9806561
znf609a,TDR124,996737,998123
cmpk,TDR124,10063220,10064043
bcl6ab,TDR124,10097143,10098568
insl5b,TDR124,10126978,10127929
ahsg2,TDR124,10134090,10134786
pfn2l,TDR124,10146315,10146522
pfn2l,TDR124,10146896,10148210
nsun4,TDR124,10160066,10161054
angptl1b,TDR124,101708,102079
dmbx1a,TDR124,10192334,10192645
dmbx1a,TDR124,10193038,10193360
dmbx1a,TDR124,10194827,10195584
gadd45aa,TDR124,10279673,10279914
gadd45aa,TDR124,10280316,10280745
gng12a,TDR124,10337773,10339062
wls,TDR124,10386104,10386926
tada1,TDR124,104344,105095
scinlb,TDR124,10450184,10450882
ccdc18,TDR124,10563334,10564157
mtf2,TDR124,10631327,10632604
dipk1aa,TDR124,10641867,10642868
rpl5a,TDR124,10702999,10703793
gfi1aa,TDR124,10766444,10766904
glmna,TDR124,10820750,10821772
rpap2,TDR124,10820750,10821772
cdc7,TDR124,10877096,10877855
cdc7,TDR124,10878214,10878743
tceanc2,TDR124,10878214,10878743
mrpl37,TDR124,10913661,10914388
fggy,TDR124,110224,110681
ssbp3a,TDR124,11026826,11027474
acot11a,TDR124,11031317,11031600
fam151a,TDR124,11083512,11083743
cryz,TDR124,11118872,11119652
tyw3,TDR124,11118872,11119652
lhx8a,TDR124,11205648,11205886
polr2d,TDR124,1123663,1124628
sdr16c5a,TDR124,11503422,11504447
penka,TDR124,11512743,11512959
penka,TDR124,11513352,11513850
impad1,TDR124,11648007,11648873
zgc:110130,TDR124,11662373,11663117
greb1l,TDR124,11756123,11757227
abhd3,TDR124,11911684,11912530
ro60,TDR124,11923326,11924237
cdc73,TDR124,11946006,11946835
znfl2a,TDR124,121908,122468
prtfdc1,TDR124,12255492,12256246
dpp6b,TDR124,12632432,12633294
igfbp1b,TDR124,127528,128046
igfbp1b,TDR124,128315,128795
kdsr,TDR124,13254296,13254977
vps4b,TDR124,13267613,13268710
ss18,TDR124,1363876,1365367
ebna1bp2,TDR124,13694646,13695173
zgc:66475,TDR124,13906156,13906924
zgc:66475,TDR124,13907261,13907935
tctex1d1,TDR124,14271609,14273141
rpe65a,TDR124,1443186,1443604
leprot,TDR124,14656502,14656724
si:ch211-188c16.1,TDR124,1485809,1486226
c8a,TDR124,1486963,1487323
si:ch211-188c16.1,TDR124,1486963,1487323
hccsa.1,TDR124,15032654,15033249
hccsa.1,TDR124,15033904,15034238
si:dkey-10f21.4,TDR124,15041535,15042059
cnn3b,TDR124,15047966,15049398
f3b,TDR124,15100046,15100872
abcd3b,TDR124,15125176,15125691
arhgap29b,TDR124,15128086,15129079
tecrl2b,TDR124,15324298,15325125
adcy1b,TDR124,154845,155447
col11a1b,TDR124,15562385,15562995
adcy1b,TDR124,155782,156314
zgc:154086,TDR124,155782,156314
LOC100001444,TDR124,15584428,15585162
amy2a,TDR124,15612694,15612961
dab1b,TDR124,1568958,1569726
vav3b,TDR124,16158882,16159637
selenoj,TDR124,16160729,16161289
sh3glb1b,TDR124,16173412,16174448
prkacbb,TDR124,1621790,1622913
zgc:110269,TDR124,16449034,16449729
agfg1b,TDR124,16459932,16461021
fbxo36b,TDR124,16482130,16482448
grk7a,TDR124,16536206,16536744
atp1b3a,TDR124,16565008,16565767
xrn1,TDR124,16596260,16597308
gk5,TDR124,16652040,16653071
adgrl2b.1,TDR124,1666092,1667416
ppp1r7,TDR124,16695848,16696806
ubxn7,TDR124,16710664,16711868
eif4g1a,TDR124,16798124,16799987
fam131a,TDR124,16846622,16847751
clcn2a,TDR124,17044832,17045189
clcn2a,TDR124,17045796,17046018
thpo,TDR124,17054679,17055120
pif1,TDR124,17114684,17115157
ptger4c,TDR124,17181334,17182314
st3gal3b,TDR124,17391774,17393093
st3gal3b,TDR124,17393632,17393879
ptprfb,TDR124,17828015,17828523
zgc:113518,TDR124,183525,184360
pbx1a,TDR124,18829825,18831032
glula,TDR124,18987764,18988843
kncn,TDR124,19128355,19128769
elovl1a,TDR124,19163805,19164316
si:dkey-225f23.4,TDR124,19179781,19181680
cdc20,TDR124,19233420,19234574
znf1014,TDR124,193035,193833
exosc4,TDR124,1938872,1939661
pimr141,TDR124,19504965,19505293
pimr140,TDR124,19558828,19559227
pimr51,TDR124,19576594,19577014
rwdd3,TDR124,19639775,19640266
rwdd3,TDR124,19640612,19641055
ptbp2b,TDR124,19776777,19777721
ssx2ipa,TDR124,1987538,1988427
dpydb,TDR124,20119759,20120528
dpydb,TDR124,20121071,20121336
mir137-1,TDR124,20145882,20146180
tubb2,TDR124,2019636,2020299
plppr5a,TDR124,20323377,20324090
agla,TDR124,20471768,20473335
zgc:113293,TDR124,205201,205826
dusp12,TDR124,20666325,20667157
dusp12,TDR124,20667428,20667688
dusp12,TDR124,20667921,20668376
rxrga,TDR124,20725504,20726246
prg4a,TDR124,20793027,20793238
prg4a,TDR124,20793603,20794038
odr4,TDR124,20866249,20866995
pla2g4aa,TDR124,20924972,20926167
slc22a23,TDR124,2095032,2096343
arpc5a,TDR124,20967118,20968189
lyrm4,TDR124,20981175,20981953
nrn1b,TDR124,20994040,20994244
riok1,TDR124,21062993,21063241
riok1,TDR124,21063492,21063800
bmi1b,TDR124,21170115,21170718
dnajc1,TDR124,21174885,21175724
si:dkey-29d8.3,TDR124,21185422,21186613
klhl40a,TDR124,21334642,21335616
klhl40a,TDR124,21351421,21351734
hhatla,TDR124,21351870,21352166
ctdsplb,TDR124,21355614,21355886
ctdsplb,TDR124,21356094,21357268
mir26a-2,TDR124,21373681,21374600
mir26a-2,TDR124,21375184,21375383
plcd1b,TDR124,21437284,21438644
plcd1b,TDR124,21439052,21439325
afg3l2,TDR124,21452409,21453248
inhbab,TDR124,21486031,21486441
mplkip,TDR124,21605320,21606109
ralab,TDR124,21617437,21619072
zgc:55781,TDR124,21625067,21625640
fbxl7,TDR124,21633883,21634769
higd1a,TDR124,2167146,2167695
higd1a,TDR124,2167987,2168721
rab2a,TDR124,21846893,21848029
ca8,TDR124,21854472,21855353
tox,TDR124,21982666,21985063
cyp7a1,TDR124,22152687,22152983
tmie,TDR124,2223461,2224100
fam110b,TDR124,22286022,22287216
hs2st1a,TDR124,22362940,22363565
selenof,TDR124,22362940,22363565
hs2st1a,TDR124,22363813,22364521
zgc:56628,TDR124,22408631,22409619
gtf2b,TDR124,22491761,22492442
znf644a,TDR124,22530605,22531650
sept2,TDR124,22591203,22592448
stk25b,TDR124,22635888,22636772
bokb,TDR124,22640065,22640749
thap4,TDR124,22658854,22659999
zgc:161973,TDR124,22658854,22659999
agxtb,TDR124,22688296,22689379
rab6bb,TDR124,22795170,22795665
amotl2b,TDR124,22851361,22851921
sap130b,TDR124,22965570,22966470
mllt1b,TDR124,22992800,22993727
znf414,TDR124,23003632,23004441
znf414,TDR124,23005014,23005262
mknk2a,TDR124,23006528,23006949
csnk1g2a,TDR124,23048106,23048912
mfsd12a,TDR124,23080617,23081785
prrx1a,TDR124,23171971,23172751
kifap3b,TDR124,23222754,23223413
rnf2,TDR124,23351174,23351929
ivns1abpb,TDR124,23390415,23391106
rpp40,TDR124,23612953,23613402
oxsr1a,TDR124,23701415,23702153
gorasp1a,TDR124,23807862,23809327
si:dkey-24c2.9,TDR124,23823222,23823607
tgfbr1a,TDR124,23930490,23931772
col15a1b,TDR124,24012684,24013356
kcnh2a,TDR124,24080453,24080692
myh7,TDR124,24269919,24270192
myh7,TDR124,24270912,24271254
myh7l,TDR124,24289597,24290019
fitm1,TDR124,24301625,24301884
fitm1,TDR124,24304709,24304948
mrpl34,TDR124,24316557,24317630
trnau1apb,TDR124,24316557,24317630
plvapa,TDR124,24369826,24370402
nr2f6a,TDR124,24373986,24374854
zgc:154006,TDR124,24402148,24402347
kcnn1a,TDR124,24444599,24445126
insl3,TDR124,24488341,24488718
pth1ra,TDR124,2450515,2452222
rps28,TDR124,24507415,24508234
angptl4,TDR124,24535931,24536240
angptl4,TDR124,24536528,24537255
cnn2,TDR124,24553715,24554693
crsp7,TDR124,24563663,24565386
crtc1a,TDR124,24602555,24603497
pik3r2,TDR124,24700952,24701151
myl13,TDR124,2470528,2470915
ifi30,TDR124,24762227,24763113
mpv17l2,TDR124,24769910,24771321
rab3aa,TDR124,24867553,24868663
gyg1a,TDR124,24936643,24937302
slc35g2a,TDR124,24995885,24996560
slc35g2a,TDR124,24997162,24997615
stag1a,TDR124,25019000,25020208
pccb,TDR124,25119472,25120265
msl2a,TDR124,25124366,25125875
nceh1a,TDR124,25139886,25140535
fndc3ba,TDR124,25378044,25378372
ghsra,TDR124,25553438,25553637
ghsra,TDR124,25553855,25555051
pld1a,TDR124,25560159,25560851
tnika,TDR124,25657570,25658611
slc2a2,TDR124,25816656,25816885
eif5a2,TDR124,25838749,25840621
slc7a14a,TDR124,25929304,25930151
cldn11a,TDR124,26000793,26001567
plppr3a,TDR124,26178509,26179534
ptbp1a,TDR124,26287749,26288837
efna2a,TDR124,26303260,26304534
rabggtb,TDR124,26468397,26469207
acadm,TDR124,26475642,26476259
hectd3,TDR124,26479526,26480432
rps8a,TDR124,26498306,26499087
ndc1,TDR124,26590008,26590679
zgc:113691,TDR124,26596481,26596974
lrrc42,TDR124,26603792,26605376
yipf1,TDR124,26603792,26605376
tmem59,TDR124,26620300,26621339
u2surp,TDR124,26642150,26643091
mir124-1,TDR124,26645570,26646258
ttpa,TDR124,26647199,26647661
asph,TDR124,26655564,26657021
impa1,TDR124,26682816,26683254
cdh7a,TDR124,27010159,27010553
tmx3a,TDR124,27328863,27329302
tesk2,TDR124,27329743,27331277
aqp1a.1,TDR124,2737302,2737961
toe1,TDR124,27385450,27386141
si:ch73-382f3.1,TDR124,27386465,27387321
toe1,TDR124,27386465,27387321
selenop2,TDR124,27393726,27394027
selenop2,TDR124,27394629,27395193
elovl8a,TDR124,27403307,27404094
zswim5,TDR124,27490479,27491536
urod,TDR124,27575277,27576222
aqp1a.2,TDR124,2760246,2760899
lyn,TDR124,27608880,27609324
aqp1a.2,TDR124,2761382,2762180
tmem68,TDR124,27651417,27652071
thoc1,TDR124,2772098,2772697
zgc:123035,TDR124,27773611,27775028
buc,TDR124,27854299,27854881
rnf152,TDR124,27859865,27860189
zgc:163121,TDR124,27900444,27900649
zgc:163121,TDR124,27901527,27902104
mc4r,TDR124,27932050,27932528
mc4r,TDR124,27932828,27933215
zgc:56556,TDR124,27975002,27975620
zgc:56556,TDR124,27976152,27976367
cdh6,TDR124,28101948,28102536
usp14,TDR124,2812290,2813337
usp14,TDR124,2813940,2814630
rock1,TDR124,2817567,2817970
rock1,TDR124,2818082,2819497
dhcr7,TDR124,28670591,28671378
nadsyn1,TDR124,28670591,28671378
nadsyn1,TDR124,28672068,28672306
cdh10a,TDR124,28889688,28890200
cdh12a,TDR124,28995547,28996108
eif2b5,TDR124,2903326,2904368
cdh18a,TDR124,29248857,29249877
cahz,TDR124,29465316,29465602
cahz,TDR124,29468501,29469263
cahz,TDR124,29484988,29485632
pik3r3a,TDR124,2957140,2957943
dlgap1a,TDR124,29610105,29610392
pik3r3a,TDR124,2966462,2968291
ptf1a,TDR124,29710521,29711230
paxip1,TDR124,29922727,29923757
htr5aa,TDR124,29925510,29925800
ipp,TDR124,2992859,2994169
en2b,TDR124,29975923,29976463
cnpy1,TDR124,29995294,29996158
shhb,TDR124,30055053,30055488
dnajb6a,TDR124,30103120,30103633
rdh10b,TDR124,30181318,30183040
rpl7,TDR124,30181318,30183040
ube2w,TDR124,30199216,30200293
elocb,TDR124,30249146,30250106
jph1b,TDR124,30323318,30324469
crispld1b,TDR124,30379464,30380197
guk1a,TDR124,3038776,3039100
socs6b,TDR124,30423326,30424008
guk1a,TDR124,3044454,3046165
cbln2a,TDR124,30459811,30460465
atpsckmt,TDR124,30480543,30481356
march6,TDR124,30489307,30490388
ctnnd2b,TDR124,30693111,30693965
si:dkey-94e7.2,TDR124,30721159,30721551
tcea1,TDR124,30739499,30740534
arf1,TDR124,3076661,3077161
rgs20,TDR124,30783717,30784573
atp6v1h,TDR124,30786142,30786909
oprk1,TDR124,30878492,30878963
bag1,TDR124,30903454,30904393
myl12.2,TDR124,30912053,30913083
myom1a,TDR124,30915418,30916255
adcyap1b,TDR124,31302251,31303069
adcyap1b,TDR124,31303252,31303642
yes1,TDR124,31308180,31309787
colec12,TDR124,31382424,31383334
zgc:113452,TDR124,313912,314355
stam,TDR124,31437070,31438261
cacnb2b,TDR124,31462225,31462976
cacnb2b,TDR124,31475516,31476308
wnt3a,TDR124,3158648,3159441
e2f5,TDR124,31685704,31686486
rnf182,TDR124,31804457,31804702
ranbp9,TDR124,31806239,31807282
epdr1,TDR124,31832763,31833414
epdr1,TDR124,31833866,31834330
stard3nl,TDR124,31838247,31838521
amph,TDR124,31935744,31937220
otulinb,TDR124,31942038,31943023
ankhb,TDR124,31957032,31958306
wnt9a,TDR124,3200946,3201602
mycb,TDR124,32015458,32017993
fam49ba,TDR124,32261774,32262212
asap1a,TDR124,32352542,32353564
ubtfl,TDR124,32385511,32388239
slc4a2a,TDR124,32457678,32457877
ttc19,TDR124,32485382,32486176
faim2a,TDR124,32504623,32505262
faim2a,TDR124,32505931,32506435
abcf2a,TDR124,32512362,32513747
tmub1,TDR124,32574339,32575090
fastk,TDR124,32593896,32594890
si:dkeyp-73d8.9,TDR124,32643572,32643783
puf60a,TDR124,32670701,32671920
zgc:174263,TDR124,326781,327723
klhl18,TDR124,32743504,32744208
bfsp2,TDR124,32768308,32769161
zgc:136930,TDR124,32780192,32780644
ccr9a,TDR124,32796196,32796518
opn4.1,TDR124,32843184,32844630
tmem53,TDR124,32846446,32847011
rnf220a,TDR124,33189000,33189925
klf17,TDR124,33250664,33250892
klf17,TDR124,33303883,33304395
klf17,TDR124,33305410,33306188
klf17,TDR124,33306719,33307222
klf17,TDR124,33309111,33309533
klf17,TDR124,33324768,33325542
klf17,TDR124,33325928,33326623
slc6a9,TDR124,33382413,33382782
ccdc24,TDR124,33454840,33455358
zgc:113531,TDR124,33457162,33458213
b4galt2,TDR124,33644901,33645413
atp6v0b,TDR124,33686463,33687357
kiss1ra,TDR124,33795545,33796370
mir23a-3,TDR124,33899650,33900455
mir27a,TDR124,33902361,33902579
mir24b,TDR124,33905749,33906049
kif2c,TDR124,33926476,33927067
ptch2,TDR124,33993093,33993882
jmjd4,TDR124,3402702,3403579
snap47,TDR124,3402702,3403579
eif2b3,TDR124,34071207,34072146
eif2b3,TDR124,34072670,34072888
klhl20,TDR124,34111973,34112399
cenpl,TDR124,34137763,34138473
iba57,TDR124,3419002,3420067
brinp2,TDR124,34483365,34483620
cyp8b2,TDR124,3452137,3452440
cx47.1,TDR124,3472661,3472936
zgc:92744,TDR124,3501861,3502996
cop1,TDR124,35116204,35117146
tnr,TDR124,35240466,35241082
gpt2l,TDR124,3532550,3534032
kiaa0040,TDR124,35488273,35488873
tnn,TDR124,35566833,35567135
mrps14,TDR124,35590752,35591575
cacybp,TDR124,35595133,35595582
plk3,TDR124,35602986,35604398
ankrd45,TDR124,35727596,35728357
dhx9,TDR124,35853969,35854580
lamc1,TDR124,35880034,35881345
c1ql3b,TDR124,3595174,3596050
